x,y,fdm
-1.0,-1.0,0.0
-0.7777777777777778,-1.0,0.0
-0.5555555555555556,-1.0,0.0
-0.33333333333333337,-1.0,0.0
-0.11111111111111116,-1.0,0.0
0.11111111111111116,-1.0,0.0
0.33333333333333326,-1.0,0.0
0.5555555555555554,-1.0,0.0
0.7777777777777777,-1.0,0.0
1.0,-1.0,0.0
-1.0,-0.7777777777777778,0.0
-0.7777777777777778,-0.7777777777777778,0.05993340732519423
-0.5555555555555556,-0.7777777777777778,0.0951754566256971
-0.33333333333333337,-0.7777777777777778,0.11534508981789782
-0.11111111111111116,-0.7777777777777778,0.12460777462627258
0.11111111111111116,-0.7777777777777778,0.1246077746262726
0.33333333333333326,-0.7777777777777778,0.11534508981789782
0.5555555555555554,-0.7777777777777778,0.0951754566256971
0.7777777777777777,-0.7777777777777778,0.05993340732519423
1.0,-0.7777777777777778,0.0
-1.0,-0.5555555555555556,0.0
-0.7777777777777778,-0.5555555555555556,0.0951754566256971
-0.5555555555555556,-0.5555555555555556,0.15604061331031363
-0.33333333333333337,-0.5555555555555556,0.19221441197023884
-0.11111111111111116,-0.5555555555555556,0.2090955180115372
0.11111111111111116,-0.5555555555555556,0.20909551801153725
0.33333333333333326,-0.5555555555555556,0.19221441197023884
0.5555555555555554,-0.5555555555555556,0.15604061331031363
0.7777777777777777,-0.5555555555555556,0.09517545662569708
1.0,-0.5555555555555556,0.0
-1.0,-0.33333333333333337,0.0
-0.7777777777777778,-0.33333333333333337,0.11534508981789782
-0.5555555555555556,-0.33333333333333337,0.19221441197023886
-0.33333333333333337,-0.33333333333333337,0.23899371069182387
-0.11111111111111116,-0.33333333333333337,0.26108165138871753
0.11111111111111116,-0.33333333333333337,0.26108165138871753
0.33333333333333326,-0.33333333333333337,0.23899371069182385
0.5555555555555554,-0.33333333333333337,0.19221441197023884
0.7777777777777777,-0.33333333333333337,0.1153450898178978
1.0,-0.33333333333333337,0.0
-1.0,-0.11111111111111116,0.0
-0.7777777777777778,-0.11111111111111116,0.12460777462627261
-0.5555555555555556,-0.11111111111111116,0.20909551801153725
-0.33333333333333337,-0.11111111111111116,0.2610816513887176
-0.11111111111111116,-0.11111111111111116,0.28577300941340894
0.11111111111111116,-0.11111111111111116,0.28577300941340894
0.33333333333333326,-0.11111111111111116,0.2610816513887176
0.5555555555555554,-0.11111111111111116,0.20909551801153722
0.7777777777777777,-0.11111111111111116,0.1246077746262726
1.0,-0.11111111111111116,0.0
-1.0,0.11111111111111116,0.0
-0.7777777777777778,0.11111111111111116,0.12460777462627261
-0.5555555555555556,0.11111111111111116,0.20909551801153725
-0.33333333333333337,0.11111111111111116,0.26108165138871764
-0.11111111111111116,0.11111111111111116,0.28577300941340894
0.11111111111111116,0.11111111111111116,0.28577300941340894
0.33333333333333326,0.11111111111111116,0.26108165138871764
0.5555555555555554,0.11111111111111116,0.20909551801153728
0.7777777777777777,0.11111111111111116,0.12460777462627261
1.0,0.11111111111111116,0.0
-1.0,0.33333333333333326,0.0
-0.7777777777777778,0.33333333333333326,0.11534508981789783
-0.5555555555555556,0.33333333333333326,0.19221441197023884
-0.33333333333333337,0.33333333333333326,0.2389937106918239
-0.11111111111111116,0.33333333333333326,0.2610816513887176
0.11111111111111116,0.33333333333333326,0.2610816513887176
0.33333333333333326,0.33333333333333326,0.23899371069182393
0.5555555555555554,0.33333333333333326,0.1922144119702389
0.7777777777777777,0.33333333333333326,0.11534508981789783
1.0,0.33333333333333326,0.0
-1.0,0.5555555555555554,0.0
-0.7777777777777778,0.5555555555555554,0.0951754566256971
-0.5555555555555556,0.5555555555555554,0.15604061331031363
-0.33333333333333337,0.5555555555555554,0.19221441197023886
-0.11111111111111116,0.5555555555555554,0.20909551801153722
0.11111111111111116,0.5555555555555554,0.20909551801153725
0.33333333333333326,0.5555555555555554,0.19221441197023886
0.5555555555555554,0.5555555555555554,0.15604061331031369
0.7777777777777777,0.5555555555555554,0.09517545662569711
1.0,0.5555555555555554,0.0
-1.0,0.7777777777777777,0.0
-0.7777777777777778,0.7777777777777777,0.05993340732519423
-0.5555555555555556,0.7777777777777777,0.09517545662569708
-0.33333333333333337,0.7777777777777777,0.1153450898178978
-0.11111111111111116,0.7777777777777777,0.12460777462627257
0.11111111111111116,0.7777777777777777,0.12460777462627261
0.33333333333333326,0.7777777777777777,0.11534508981789782
0.5555555555555554,0.7777777777777777,0.0951754566256971
0.7777777777777777,0.7777777777777777,0.05993340732519423
1.0,0.7777777777777777,0.0
-1.0,1.0,0.0
-0.7777777777777778,1.0,0.0
-0.5555555555555556,1.0,0.0
-0.33333333333333337,1.0,0.0
-0.11111111111111116,1.0,0.0
0.11111111111111116,1.0,0.0
0.33333333333333326,1.0,0.0
0.5555555555555554,1.0,0.0
0.7777777777777777,1.0,0.0
1.0,1.0,0.0
